Respondent_ID,Age,Gender,City,Income_LPA,Product_Usage,Satisfaction_Score
5008846,55,Male,West Davidshire,11,Weekly,6
4378051,51,Female,North Patriciabury,8,Monthly,9
11876148,51,Female,Port Michelestad,8,Daily,7
10507175,38,Male,Jennaburgh,8,Daily,7
12685893,26,Female,North Kimberlyport,8,Weekly,9
802364,26,Male,Jonesside,8,Daily,7
1595839,44,Male,New Jenniferland,19,Weekly,8
8519423,53,Male,Lake Jenniferburgh,8,Daily,6
6239867,47,Female,Craigchester,8,Daily,8
3552825,32,Male,Davisfurt,8,Daily,8
12177886,40,Female,Johnnyhaven,8,Daily,6
4343624,52,Male,Bowenfurt,28,Weekly,8
4819022,38,Female,Jonathanmouth,19,Daily,9
6408427,42,Male,Michaelstad,12,Weekly,9
7069276,52,Male,Elizabethstad,8,Weekly,6
5395474,55,Female,Smithport,11,Weekly,6
5274013,33,Male,South Ann,24,Monthly,7
3697283,55,Male,Gomezhaven,8,Daily,6
16258909,54,Female,Christopherbury,8,Daily,6
14131118,54,Female,Gregorymouth,23,Daily,6
16765776,28,Female,Sherrytown,8,Monthly,6
8158741,55,Female,Josephland,26,Monthly,6
7583129,29,Female,New Maria,8,Monthly,6
2390384,41,Male,South Allison,8,Daily,6
9534365,26,Male,Kanefurt,18,Daily,7
7345191,45,Female,South Jessica,8,Daily,9
6976576,40,Female,Adamland,8,Weekly,6
6467140,55,Male,Joshuastad,8,Daily,6
4992385,34,Male,Scottstad,9,Weekly,6
2524613,33,Male,South Davidchester,8,Monthly,7
1166084,50,Male,East Cory,8,Daily,6
14196027,55,Male,North Julie,8,Monthly,6
2538742,46,Female,South Ronaldfort,8,Monthly,6
4879951,26,Male,Lake Stacey,8,Daily,7
15421468,55,Female,Morrisonfort,24,Weekly,6
16389013,55,Female,Jamesshire,8,Monthly,7
6184763,31,Male,Port Nicole,8,Daily,6
14116201,55,Female,Jordanville,10,Weekly,7
13416645,46,Male,Port Vanessa,8,Daily,6
10622009,33,Female,Meltonmouth,8,Monthly,8
7552321,45,Male,East Suzanne,8,Monthly,8
15001098,55,Female,New Victoria,8,Weekly,6
8013507,38,Male,Samuelstad,8,Monthly,6
12098081,40,Male,South Mary,8,Weekly,7
7109837,45,Female,Jimmyborough,8,Weekly,9
9992396,50,Female,Hurstburgh,24,Monthly,6
10865973,39,Male,East Chad,8,Weekly,6
4309278,41,Female,New Jared,8,Monthly,6
15629865,55,Female,Port Jeffreyville,16,Weekly,6
4118385,55,Female,Karifurt,8,Weekly,6
2861943,55,Male,Rodriguezstad,8,Monthly,7
3562320,55,Male,North Madelineshire,8,Weekly,7
1508835,55,Female,Seanberg,13,Weekly,6
5533244,55,Male,Lake Heather,8,Daily,7
1591629,31,Female,Lake Deanstad,8,Monthly,6
12993970,26,Female,West Richard,8,Monthly,6
3864110,46,Female,Larryside,21,Daily,6
5466815,49,Male,Perkinshaven,8,Daily,7
10692463,49,Male,Franciscostad,8,Monthly,6
10423215,46,Female,Hollystad,8,Weekly,6
15726178,40,Male,Maryborough,8,Weekly,6
16510874,55,Female,South Christopherton,20,Weekly,6
14570964,28,Female,Cochranborough,12,Monthly,6
5789693,55,Female,South Aliceview,8,Weekly,6
9183183,31,Female,East Jessica,8,Daily,6
9434357,26,Male,Adamberg,8,Daily,8
5573478,41,Male,West Evanfort,25,Weekly,6
4307858,55,Female,Longton,24,Weekly,8
6376505,55,Male,Jacobsberg,8,Weekly,6
3765810,55,Female,Gallegosshire,10,Weekly,6
542664,54,Female,North Lisatown,8,Monthly,6
13308595,33,Female,North Charlesport,8,Weekly,7
328269,53,Male,Martinezbury,9,Weekly,6
16505969,55,Female,Paulfurt,8,Weekly,6
15481107,52,Male,Cortezton,8,Monthly,7
4578960,55,Female,Emmatown,8,Daily,6
2911041,48,Male,Kevinchester,8,Daily,8
12352084,37,Male,Hugheshaven,8,Weekly,9
10691858,47,Male,West Amy,21,Daily,7
11729040,44,Female,Dustinhaven,8,Weekly,7
7316633,55,Female,Markmouth,21,Weekly,7
702105,47,Male,West Jared,18,Weekly,6
9605844,37,Female,Charlesport,8,Weekly,9
8111048,42,Male,Nicholsville,8,Weekly,9
3949397,49,Male,Wardshire,8,Weekly,8
10479646,36,Male,Lisaland,8,Daily,7
12689357,53,Female,Davisview,17,Daily,8
10361677,54,Female,New Sandra,13,Weekly,8
6996330,49,Female,West Ashley,16,Weekly,6
14695521,37,Female,Fostertown,13,Weekly,7
9385384,39,Female,Wallside,22,Daily,6
7839551,55,Female,North Clintonmouth,18,Weekly,6
14206983,39,Male,Port Gabrielleborough,13,Weekly,9
14977937,47,Male,West Lindsey,15,Weekly,9
10107128,36,Male,South Travis,16,Weekly,6
14163019,55,Male,Olivershire,8,Weekly,8
11316031,34,Male,New Barryberg,17,Daily,8
531360,34,Male,Edwardsberg,8,Daily,9
8635845,31,Female,North Alexander,14,Weekly,6
9890884,55,Female,Rodriguezborough,13,Monthly,7
7619683,46,Male,Josephberg,8,Daily,9
11365940,41,Male,Silvaville,8,Daily,6
3734126,55,Female,Martinmouth,13,Monthly,6
3733089,43,Female,South Alexandramouth,8,Monthly,7
1065589,48,Female,South Steven,8,Monthly,6
3821706,40,Female,New Tabitha,8,Daily,6
8577174,52,Female,New Richard,8,Weekly,6
9043633,53,Female,West Judy,8,Daily,6
9499671,55,Female,New Davidhaven,15,Weekly,9
12048007,55,Male,Harmonton,8,Weekly,7
13684632,43,Female,Parkerfort,8,Weekly,6
253427,55,Female,Newmanfurt,9,Weekly,6
14757932,26,Male,Brownborough,8,Daily,7
1717471,55,Male,Port Jackton,8,Monthly,7
9979220,41,Male,Barkerfurt,18,Weekly,9
8979590,50,Male,South Christophermouth,16,Weekly,7
11843159,55,Female,Hillport,10,Daily,7
15101965,26,Female,Michaelfurt,8,Weekly,7
6873367,44,Male,Danielburgh,8,Daily,6
731129,44,Male,East Carol,9,Daily,6
11299148,52,Male,Stephaniefort,8,Monthly,8
14379932,55,Male,North Sherriport,8,Daily,6
4759512,35,Male,Donaldport,8,Weekly,6
12536063,43,Male,North Gary,8,Weekly,6
11668966,42,Male,New Annmouth,16,Monthly,8
3203601,26,Female,Waltersbury,8,Weekly,6
2546581,38,Female,North Randyville,8,Weekly,6
10700656,39,Male,Aliciaside,8,Weekly,6
5775026,26,Male,Andersonstad,16,Daily,9
2344977,49,Female,Haydenside,33,Weekly,6
11114748,41,Female,Fergusonmouth,16,Weekly,6
6102684,55,Male,Port Jefferybury,8,Monthly,6
7148095,42,Male,North Charles,8,Weekly,9
6184778,55,Female,Lake Alison,35,Monthly,6
3796998,45,Female,West Isaacfort,18,Monthly,8
4692482,51,Male,Port Scott,8,Weekly,7
9620084,35,Male,West Christopherstad,8,Monthly,9
4267263,49,Male,North Elizabethfurt,13,Weekly,7
14501427,41,Male,Rushfurt,8,Daily,7
8106757,28,Male,Gonzalezport,8,Daily,8
4927961,51,Male,North Frank,9,Weekly,6
5188779,33,Female,Christopherview,19,Weekly,7
15870088,49,Female,Josephshire,12,Monthly,7
13423853,30,Male,Paulfurt,8,Monthly,8
12936372,49,Female,South Lisa,8,Monthly,6
7539981,30,Female,Edwardborough,8,Daily,7
1702500,55,Female,East Jimmy,24,Monthly,6
1924300,41,Female,Kirkland,8,Monthly,7
11478411,44,Male,Port Maryfort,8,Weekly,7
3913240,55,Male,South Alyssa,8,Monthly,7
16704249,41,Female,New Theresa,8,Weekly,6
15974034,55,Female,Ronaldbury,8,Daily,9
6290909,50,Male,East Melissa,8,Daily,6
7618163,38,Male,South Chelseyfurt,8,Daily,7
15065340,50,Female,Heatherfort,9,Monthly,7
5038710,54,Male,West Jeremyborough,8,Daily,9
208484,43,Male,Clinestad,8,Monthly,6
12763176,32,Male,South Justinside,8,Daily,8
15121818,55,Female,East Mark,13,Weekly,6
8449156,55,Male,Evanfort,8,Weekly,6
13589137,27,Male,Christinaton,8,Daily,8
4708106,45,Male,Brownfort,22,Weekly,7
720768,39,Female,South Jeffrey,8,Weekly,6
13442109,55,Male,East Matthew,8,Monthly,9
12540135,43,Female,North Katelyn,8,Daily,8
9529737,26,Male,Smithfurt,8,Weekly,8
10144006,55,Female,Robertville,8,Weekly,6
10154847,55,Male,Helenmouth,8,Daily,7
1750362,55,Male,Vasquezmouth,8,Monthly,6
1418663,31,Male,Ricebury,8,Weekly,8
5427714,55,Male,Tricialand,16,Monthly,6
8756475,48,Female,Lake Sandra,8,Daily,9
14961832,49,Female,Ashleyburgh,14,Daily,8
1386859,31,Male,South Johnchester,8,Weekly,6
12450306,55,Male,New Justinport,32,Weekly,8
1964107,38,Male,Jasonmouth,20,Weekly,6
12264821,55,Female,East Christinafurt,24,Monthly,6
14213677,34,Male,West Matthew,8,Weekly,9
73083,50,Female,Lake Kristyville,20,Monthly,8
10540724,52,Male,Lake Jennifer,8,Monthly,8
11986418,46,Female,Lake Katherine,14,Monthly,6
13505344,47,Male,North Patriciaville,8,Daily,6
11351349,47,Male,West Cheryl,8,Weekly,7
2484997,55,Female,Michellestad,8,Monthly,7
4607526,55,Female,New Sherry,21,Daily,9
2316002,46,Female,South Kevinshire,24,Monthly,6
1786034,45,Male,Jonestown,8,Monthly,7
16080742,55,Female,North Taramouth,31,Daily,6
14327016,27,Female,South Eric,8,Daily,6
5517678,55,Male,Bettyport,8,Daily,6
8086645,53,Male,Dannyshire,8,Weekly,9
1155533,51,Female,Wendyburgh,8,Daily,6
2118086,51,Female,North Andreaton,8,Monthly,6
15092617,40,Male,New Katrinafort,8,Daily,9
14614742,52,Female,Melissaborough,8,Monthly,6
12585996,55,Female,East Patricia,12,Monthly,8
2218247,54,Female,Port Jenniferton,10,Daily,8
9287377,33,Female,West Kristenmouth,17,Monthly,8
8862071,39,Male,Wesleychester,8,Monthly,8
11383470,50,Male,West Kathleen,8,Monthly,7
16385898,28,Male,East Jeffreyport,8,Weekly,7
7069063,54,Female,East Steventown,18,Daily,8
3392764,30,Female,New Richard,8,Daily,7
3909986,49,Female,Jessicaside,8,Monthly,7
4000354,43,Female,Port Ann,13,Weekly,8
14452450,49,Male,Paulmouth,8,Daily,6
8744100,29,Female,East Kenneth,8,Daily,7
14557045,54,Male,Salazarburgh,15,Weekly,8
14106365,55,Female,Port Andrewton,8,Daily,6
7691382,53,Female,Campbellton,25,Daily,7
12655381,31,Male,Tonymouth,8,Weekly,6
9778552,46,Male,Johnberg,22,Weekly,6
6983534,53,Female,Jonesmouth,8,Daily,9
11198562,35,Male,Bensonhaven,8,Monthly,7
13370070,39,Female,Carsonstad,8,Weekly,6
997452,45,Female,South Anna,18,Monthly,7
4138161,53,Female,Gallowaychester,14,Weekly,6
12776049,35,Male,North Michaelborough,18,Weekly,9
1343250,48,Male,Leahland,8,Weekly,7
5675386,55,Female,Hudsonburgh,8,Weekly,6
1403552,55,Female,Riversfort,8,Monthly,6
5661577,35,Male,Wardton,13,Daily,9
4532834,47,Female,West Ericton,8,Monthly,7
7911814,36,Male,Port Peggy,8,Daily,9
51152,55,Female,Carterland,22,Weekly,6
6246543,38,Female,South Melinda,22,Daily,8
2177100,41,Male,Port Keithtown,13,Weekly,6
1603895,32,Female,South Grace,8,Monthly,6
409920,51,Female,Hollyberg,8,Weekly,7
7505518,55,Male,Simpsonland,31,Daily,8
4463469,46,Male,West Davidton,8,Monthly,8
10481715,48,Female,New Sabrina,31,Daily,7
3282320,49,Female,North Nicholas,8,Monthly,8
1814518,55,Female,Laurenview,12,Monthly,6
14113232,42,Female,East Brandonside,8,Weekly,7
8610675,41,Female,Lake Markview,8,Monthly,7
15458030,31,Male,West Baileystad,8,Daily,6
11197860,43,Female,Carriechester,15,Weekly,8
4031080,55,Female,Jeffreyview,11,Weekly,7
12091074,38,Male,South Anthonyport,20,Daily,6
10949918,53,Male,Ramirezview,12,Weekly,7
1567570,28,Male,North Jennifer,8,Daily,7
8024687,55,Female,Kellyshire,8,Monthly,6
7272139,30,Female,Port Kelly,8,Weekly,9
7023977,29,Male,South Michaelton,8,Weekly,8
551599,26,Female,Ronaldshire,9,Daily,8
2397992,55,Male,Nicholasfurt,8,Daily,6
14544609,36,Female,Beckshire,8,Weekly,6
15753713,55,Female,Port Sarahton,26,Daily,8
2608016,43,Male,Brownborough,8,Daily,8
2379786,26,Male,East Donald,8,Monthly,9
5180522,32,Female,Carterton,30,Weekly,7
4676135,53,Female,Port Benjamin,15,Daily,7
3570608,55,Female,North Derrick,27,Monthly,7
3882980,55,Male,Wellsbury,8,Weekly,7
9680927,43,Male,New Brianbury,8,Weekly,8
14347069,27,Female,Webstertown,9,Daily,8
1142089,55,Male,Port Annetown,8,Daily,7
9635821,47,Male,Port Kathleenbury,8,Weekly,9
4735631,33,Male,Larrymouth,10,Weekly,6
7021321,44,Male,Robertsland,8,Weekly,6
15631834,55,Male,Kellyhaven,8,Weekly,6
1139868,39,Male,Brittanyside,10,Weekly,8
6426722,45,Female,Ashleeville,19,Daily,7
9672638,42,Male,North Taylor,8,Daily,8
2618782,55,Female,Richardsstad,18,Monthly,7
12529676,49,Female,North Francesbury,8,Daily,7
15263550,49,Male,New Carrie,8,Monthly,7
6905537,47,Female,Lake Taramouth,21,Monthly,7
6337830,47,Female,West Connieburgh,8,Weekly,7
6665968,49,Female,East James,31,Daily,6
20515,55,Male,Carrollborough,18,Weekly,7
5202586,41,Male,Mezaview,8,Weekly,9
16758331,55,Female,Mitchellton,8,Daily,9
795035,55,Female,Port Jamie,15,Weekly,6
5602329,55,Female,South Alanchester,20,Weekly,6
5818818,50,Male,Jenniferberg,8,Daily,6
6476935,44,Male,Port Thomas,8,Daily,8
3851466,53,Male,East Shanestad,12,Weekly,6
1999841,26,Male,North Brianna,8,Weekly,6
6341282,48,Male,South Andrea,8,Weekly,8
2234456,26,Male,Lake Austinbury,22,Weekly,7
6753664,26,Male,West Nathanhaven,8,Daily,7
1405664,30,Male,Jenniferville,12,Monthly,9
6611713,55,Female,East Samuel,8,Weekly,6
88200,26,Male,Joshualand,8,Daily,7
15529264,47,Male,Port Amandamouth,11,Weekly,7
3907804,26,Male,West Shelley,8,Daily,8
14195849,28,Female,West Jeffmouth,8,Monthly,6
895468,45,Female,Blackmouth,12,Weekly,6
3277115,40,Female,Smithhaven,28,Daily,6
4043549,31,Female,Prestonton,8,Weekly,6
5204359,53,Male,Castroberg,9,Daily,7
12639139,50,Male,Valenciahaven,8,Daily,8
11774332,47,Female,South Michelle,8,Weekly,6
3210790,55,Female,Raymondside,11,Monthly,7
3251517,55,Female,North Savannahberg,26,Daily,6
15874399,55,Female,West Johnmouth,8,Monthly,9
14849414,46,Male,Lake Edwardside,12,Daily,7
4953101,46,Female,Lake Lindsaymouth,16,Weekly,6
4277026,55,Female,New Hayleyside,23,Weekly,6
9977370,55,Male,Kochview,18,Weekly,7
11972074,34,Male,East Tanyaview,12,Weekly,7
2629,27,Female,North Katherineton,8,Daily,6
12342292,40,Male,Jesseshire,11,Weekly,9
10167844,39,Female,New Laura,18,Daily,6
2881401,55,Female,Mcguireborough,8,Monthly,6
8447096,29,Male,New Deborahmouth,8,Weekly,8
1252269,53,Male,Joshuaport,9,Daily,9
12923155,51,Male,Kingfort,8,Weekly,8
9402721,38,Male,Amandamouth,8,Weekly,6
5060969,28,Male,Michelleborough,16,Daily,9
12012186,55,Female,Garzaberg,23,Monthly,8
8121577,44,Female,Stricklandmouth,10,Monthly,6
1241699,55,Female,Thomasside,22,Weekly,9
11597451,33,Male,Lake Courtneyberg,8,Weekly,7
8227325,48,Male,South Maria,8,Daily,8
1051742,35,Male,North Kimberly,12,Weekly,7
7431913,26,Female,North Karen,8,Daily,9
11972935,41,Female,Port Karitown,8,Monthly,6
11672397,51,Female,Port Todd,8,Weekly,7
16191525,41,Female,Penningtonshire,8,Weekly,7
2754988,55,Male,Kellihaven,8,Weekly,7
9879925,43,Female,West Krista,11,Daily,7
8026316,55,Male,North Sarahberg,8,Weekly,7
4926473,44,Male,West Jamesburgh,8,Weekly,7
3130443,55,Male,Ramirezshire,12,Daily,8
15979033,48,Female,South Ericfurt,8,Daily,7
9313613,47,Male,North Shawnmouth,24,Daily,6
9709287,42,Male,Lake Melissa,8,Weekly,7
1453431,26,Female,Cassidyton,8,Weekly,8
9303457,46,Male,East Brittany,27,Daily,9
8363022,45,Male,Marymouth,11,Weekly,6
11011604,55,Female,Morrowside,8,Weekly,8
16647071,51,Male,North Robin,13,Monthly,6
477414,55,Female,Johnbury,8,Daily,6
8505269,38,Female,Darrellberg,8,Daily,6
15904138,47,Male,Port Jessicamouth,8,Monthly,6
15731119,55,Male,Lake Williamland,8,Weekly,6
648636,52,Male,West Carol,8,Monthly,8
4974576,45,Female,Lake Troybury,9,Weekly,6
12632255,38,Female,Davisville,8,Weekly,6
5996746,29,Male,North Andrew,8,Weekly,7
4344577,55,Male,North Crystalmouth,8,Monthly,7
11778760,49,Female,Erikburgh,8,Monthly,7
195675,49,Male,Walkerfurt,8,Daily,9
12662258,28,Male,Courtneytown,9,Weekly,8
15689613,55,Female,Osborneborough,16,Monthly,6
14638558,45,Male,Port Michaelshire,8,Daily,9
10235539,26,Female,Brownmouth,8,Daily,8
13151934,52,Male,Morenoshire,8,Monthly,8
1927205,51,Male,Johnsonborough,8,Weekly,6
12314153,55,Female,New Carolbury,23,Daily,6
5020735,31,Male,West Madelineland,8,Monthly,6
13639505,50,Male,Donaldhaven,8,Weekly,6
16014582,55,Female,New Rebeccamouth,15,Weekly,9
4544069,49,Male,Curtisborough,31,Monthly,8
12531933,46,Female,Josephchester,12,Weekly,7
509622,54,Male,Morganside,8,Weekly,8
6164887,54,Male,Chaveztown,8,Daily,7
3170179,55,Male,East Brandon,8,Monthly,6
8213699,53,Female,Hernandezton,8,Weekly,6
4001690,40,Female,Jimenezton,17,Weekly,7
15555391,54,Female,Carterville,12,Daily,8
9853399,31,Female,Port Davidville,8,Monthly,6
10102886,55,Female,Justintown,8,Daily,7
12530085,55,Female,North Davidfurt,8,Monthly,7
14974309,33,Male,South John,8,Daily,7
15043847,55,Female,West Hunter,8,Daily,6
10662017,34,Female,Port Shawnport,12,Weekly,7
5075263,30,Male,Perezhaven,8,Weekly,9
14340885,52,Female,Crossview,15,Weekly,6
10922833,55,Male,South Dawn,8,Monthly,7
11022500,47,Male,Rebeccabury,11,Weekly,7
15110439,26,Male,New Samantha,8,Weekly,6
8592927,40,Female,South Heather,8,Weekly,6
1340640,53,Male,Parrishchester,15,Daily,6
1124380,55,Female,Martinezfort,26,Daily,7
4225334,39,Male,Maryside,9,Monthly,6
14773793,39,Female,New Natalie,8,Daily,8
12749171,53,Female,North Jeffreyland,8,Daily,6
11468318,47,Male,Branchside,14,Daily,6
15638306,29,Male,New Marissa,8,Monthly,6
6589303,55,Female,Port Alicia,8,Weekly,7
12551908,55,Female,East Heatherside,18,Weekly,9
13405018,44,Female,Jeffreyville,12,Monthly,6
3089085,38,Male,Hallshire,8,Daily,9
1251089,55,Female,Connieshire,14,Monthly,6
13992164,49,Male,Hansonport,14,Weekly,6
11040749,46,Male,West Adam,9,Daily,7
5482828,42,Male,Jesseland,8,Weekly,8
12414870,41,Male,Lake Valerieburgh,8,Weekly,7
14580494,55,Male,Burtonberg,18,Daily,6
5479927,26,Female,Port Amyville,8,Weekly,7
7607455,55,Female,Sylviamouth,8,Weekly,8
14892818,55,Female,South Deanview,22,Weekly,6
4677879,53,Female,Lake Daniel,22,Weekly,8
15841199,27,Male,East Karenchester,8,Daily,8
9107147,52,Female,South Stacy,8,Weekly,7
2590774,39,Male,Tonytown,8,Daily,8
867541,55,Female,North Daniel,8,Monthly,6
11450292,55,Male,Lake Nicoleton,8,Monthly,6
16491764,53,Male,Tuckerfurt,8,Daily,6
958864,42,Female,Lake Charlesmouth,8,Weekly,6
15474076,54,Female,South Mary,8,Monthly,6
4402723,55,Male,East Kevin,21,Daily,9
16060973,34,Male,Kimberlystad,8,Daily,9
11877,55,Male,Port Jamie,8,Monthly,9
11212621,55,Male,Port Donaldburgh,8,Daily,9
8775537,35,Female,Port Linda,8,Daily,8
4409802,51,Male,South Brianchester,8,Weekly,7
9762038,26,Male,Kristinefurt,8,Daily,6
2403314,55,Male,Lauraville,8,Daily,6
2218970,55,Female,Port Melanieport,8,Daily,7
14566660,42,Female,Herrerafort,8,Weekly,6
14096868,48,Male,Smithport,8,Monthly,6
2501463,40,Male,Lake Frank,22,Weekly,7
3251205,48,Male,South Michellestad,12,Monthly,7
9416885,49,Female,Williamshire,8,Weekly,6
5055992,55,Male,Annettefort,8,Daily,6
5688737,55,Male,West Katie,8,Daily,7
8085346,41,Male,Lozanofort,8,Monthly,7
3631951,54,Female,South Kimberly,8,Weekly,6
9072434,31,Male,Lake Johnathan,8,Weekly,8
2654776,26,Female,Robinsonstad,8,Daily,8
15431049,34,Female,Brandyfurt,13,Monthly,7
7185561,52,Female,New Brandonstad,8,Weekly,6
2884184,55,Female,Kennethland,8,Daily,6
12821755,55,Male,North Benjaminmouth,18,Weekly,6
657169,55,Female,West Yvonneton,15,Monthly,6
11427364,30,Female,Craigmouth,8,Daily,6
13305061,45,Female,Matthewfort,25,Monthly,6
1279321,36,Female,Port Melissatown,16,Daily,7
2553061,55,Male,Gregoryfort,8,Weekly,6
14699322,38,Male,New Wendymouth,8,Weekly,8
14291294,26,Female,North Bryan,8,Monthly,8
1383892,55,Female,Brandonton,19,Monthly,6
2524027,55,Male,Lauraport,8,Weekly,8
11141272,29,Male,East Jacobshire,8,Monthly,6
1762922,36,Male,Gravesstad,8,Daily,8
12239486,41,Female,Hobury,14,Monthly,8
15787571,26,Female,Jacksonborough,8,Weekly,7
10283175,41,Male,West Brittany,19,Weekly,9
3296033,55,Male,West Jessica,8,Monthly,6
1388388,55,Female,South Jodi,18,Weekly,6
4772921,49,Female,Lake Kevintown,26,Daily,7
14660517,55,Male,Josefort,10,Daily,6
10293827,54,Female,North Kyleview,8,Weekly,6
10265198,28,Male,Olivershire,30,Weekly,7
201929,55,Female,Traceyfort,18,Weekly,6
15442389,54,Male,West Sara,13,Daily,8
6725577,35,Female,Staceyton,35,Monthly,6
10184724,46,Female,Mooreberg,8,Daily,6
10157721,48,Female,New Jeremy,10,Daily,7
14529177,40,Male,Evansmouth,8,Daily,8
6357193,44,Female,Baileyberg,8,Daily,7
1775784,55,Female,East Davidville,17,Weekly,6
3768008,54,Female,Kerrchester,21,Monthly,6
2477548,53,Female,Lake Cindy,15,Weekly,7
6503419,26,Male,East Michelleport,8,Daily,6
1746304,38,Male,New Barbaraborough,9,Weekly,6
4198594,50,Male,Richardburgh,8,Daily,7
5341387,50,Male,North Jessica,8,Daily,9
9295278,50,Male,New Nicole,8,Daily,7
1025193,55,Male,Samuelfurt,8,Monthly,6
7727079,47,Female,Port Carolynberg,12,Weekly,8
3736635,39,Male,Parsonsview,8,Monthly,6
13836312,42,Female,North Shelly,26,Weekly,9
7085229,26,Female,Dayside,8,Weekly,7
4602765,49,Female,Mooreside,13,Weekly,6
13153788,44,Male,East Taylor,8,Weekly,8
2767786,34,Female,Jamesport,8,Monthly,7
214257,47,Female,North Sallytown,8,Daily,7
1836866,46,Female,New Kellyfurt,8,Weekly,6
6164746,55,Male,Christopherfurt,8,Daily,7
14868624,27,Female,Whitakershire,27,Daily,8
9727018,46,Male,North Robin,8,Weekly,6
5223034,55,Female,Larsonville,8,Daily,6
2880354,49,Female,New Jeffrey,14,Weekly,6
7634075,43,Female,Lake Pamelaborough,8,Daily,7
15518059,55,Female,Tammyborough,25,Weekly,6
899206,48,Female,Joshuaview,21,Monthly,7
12067726,55,Male,East Kariland,8,Daily,6
15309585,43,Female,Port Jenniferfort,13,Daily,6
3282871,43,Female,South Barbaraview,11,Monthly,6
12347215,40,Male,Lake Melaniemouth,8,Monthly,9
5777022,46,Female,South Janet,8,Weekly,6
11650231,55,Female,New Kimberly,8,Daily,6
267090,55,Male,Estradabury,8,Weekly,7
4745103,31,Female,New Katiestad,15,Weekly,7
11798528,47,Female,West Marioside,16,Daily,6
6241770,55,Female,West Anthonyton,17,Weekly,9
6446076,26,Male,Manuelberg,8,Daily,8
1811832,28,Female,West Dawn,8,Weekly,6
5148562,41,Male,New Cynthiaside,8,Daily,8
9033022,26,Female,Port Rebeccafort,8,Daily,9
14196367,38,Male,Toddport,8,Daily,8
14521626,26,Male,West Brianbury,9,Weekly,9
11282759,31,Male,South Loganmouth,10,Daily,9
12765747,39,Female,Jessicachester,8,Weekly,6
6384643,31,Female,West Riley,24,Daily,7
9992642,55,Female,Collinschester,8,Monthly,6
12942357,55,Male,East Angela,18,Daily,6
13014764,51,Male,Gibsonhaven,8,Monthly,6
324150,51,Female,Lake Marcia,8,Daily,6
5449758,38,Male,Garciaburgh,8,Weekly,9
8817132,28,Female,Coxmouth,8,Monthly,8
13771303,49,Male,South Matthew,8,Weekly,8
7840896,45,Female,Port Jasonside,8,Weekly,6
455389,42,Male,Lake Alison,8,Weekly,7
897423,43,Male,Lake Lisabury,13,Daily,6
1655957,55,Female,West Craig,33,Weekly,6
6444895,37,Male,Johnsonville,8,Daily,8
13524971,55,Male,South Amy,8,Daily,9
4667166,37,Male,Danielstad,8,Weekly,7
6332939,54,Male,New Elizabeth,8,Daily,7
8216867,55,Female,New Laurenshire,29,Weekly,8
14827830,45,Male,Bradleystad,8,Daily,6
466199,55,Female,Blevinsport,8,Daily,7
2986614,51,Female,Port Stephanieside,21,Weekly,6
11768759,54,Female,South Nicholasmouth,34,Weekly,6
514166,55,Male,East Dianamouth,8,Daily,6
2541526,55,Female,East John,28,Weekly,6
12997675,42,Female,Lambtown,9,Daily,9
7771569,35,Male,Lisaberg,12,Weekly,7
6010967,46,Male,Rebeccaborough,8,Weekly,9
6114780,55,Male,North Melanie,8,Monthly,8
9520205,40,Male,Kyleberg,8,Weekly,7
5104141,55,Female,New Shelby,27,Weekly,6
2867349,34,Male,Smithview,8,Weekly,9
4498519,51,Male,East Evan,8,Weekly,6
7752300,55,Male,Colefurt,8,Monthly,7
15252980,30,Male,Thomasfurt,8,Weekly,9
5978703,53,Male,Kimfurt,8,Daily,7
9512748,54,Female,Lawrenceport,8,Monthly,8
2235657,49,Male,East Robertburgh,8,Weekly,7
4674380,46,Male,Port Kathleen,8,Weekly,8
9867993,45,Female,North Joshuachester,34,Weekly,6
7630925,52,Female,Williamland,8,Weekly,7
11267954,26,Female,Bryanstad,8,Monthly,7
9152650,55,Female,East Donald,8,Weekly,6
12729840,50,Female,Anthonyshire,8,Weekly,7
4418650,53,Male,Ericamouth,8,Monthly,8
13290554,55,Female,North Ryanton,8,Weekly,6
6469073,49,Male,East Josephtown,8,Monthly,7
7661645,39,Female,Watsontown,8,Daily,6
1936050,43,Male,Port Jenniferborough,8,Daily,8
474839,55,Female,North Danielside,8,Weekly,6
13628007,51,Male,East Justintown,8,Daily,7
15946743,51,Male,Karenfort,8,Monthly,7
3391197,47,Female,Terrancehaven,8,Monthly,6
9453211,51,Male,Shaunborough,20,Monthly,7
3711842,30,Female,Patriciaview,8,Daily,8
2016396,49,Female,Johnsonbury,8,Monthly,6
465751,51,Female,East Sarah,24,Weekly,6
7829957,38,Male,New Zachary,15,Weekly,9
6426227,46,Female,West Brandon,15,Weekly,7
14237069,39,Female,New Carmen,8,Daily,6
2058845,34,Female,East Billy,14,Daily,8
14007087,54,Female,Toddview,13,Daily,8
4009392,33,Male,Tracyton,8,Daily,6
5302584,41,Male,Lake Petermouth,8,Monthly,8
11725062,55,Female,East David,15,Weekly,6
15877882,55,Male,Jensenville,24,Weekly,6
4871386,45,Male,Davidville,8,Daily,9
6374394,55,Male,North Kelly,8,Daily,6
11919287,55,Male,Zacharyborough,9,Daily,8
15238722,42,Male,Randyside,13,Monthly,6
15922465,49,Female,South Sara,8,Weekly,9
